CH 1,CH 2,CH 3,CH 4,CH 5,CH 6,CH 7,CH 8,CH 9,CH 10,CH 11,CH 12,Suhu,Debit
0,1,22,2,4,0,0,0,37,9,0,2,27.5,13.344
0,0,8,0,0,0,18,0,0,0,0,0,27.5,14.087
0,3,2,3,2,0,10,0,0,0,0,0,27.5,14.241
0,0,0,0,0,0,0,20,0,0,4,5,27.5,12.544
0,7,0,5,5,4,0,0,0,10,0,0,27.5,12.52
0,0,0,0,0,0,0,0,0,10,9,11,27,12.171
0,29,0,29,27,27,0,7,0,0,0,0,27,11.894
0,0,0,0,0,0,0,0,0,0,0,0,28,15.985
0,0,0,0,0,0,0,5,0,0,0,0,28,15.633
0,0,0,0,0,0,0,0,0,0,0,0,27,14.14
16,0,31,0,0,0,42,0,0,0,0,0,27,16.086
0,21,39,19,20,19,0,10,12,16,4,1,27,14.145
0,0,0,0,0,0,0,0,0,0,0,0,27,10.448
4,8,5,10,7,2,0,20,0,0,0,0,27,12.896
0,14,8,8,5,0,0,0,47,82,42,50,27,36.142
0,6,11,9,10,9,0,0,0,0,1,0,27,24.26
0,0,9,0,0,0,46,10,0,29,7,43,27,47.529
0,0,0,0,0,0,0,0,0,0,0,0,26.5,20.813
0,0,0,0,0,0,0,0,0,0,0,0,27.5,15.22181
0,0,0,0,0,0,12,27,0,4,0,3,27,15.835
0,0,0,0,0,0,0,0,0,0,0,0,27.5,16.112
0,18,0,21,17,21,0,0,13,38,23,17,27.5,15.674
0,53,10,40,37,50,16,0,36,0,4,28,27,12.54741
0,15,7,41,27,17,0,0,27,11,0,0,26.5,12.85681
0,0,0,0,0,0,0,0,0,0,0,0,26.5,12.46341
0,0,0,0,0,0,0,0,0,0,0,0,27.5,12.505
0,0,9,0,0,0,0,7,12,8,0,0,27.5,11.723
0,0,0,0,0,0,0,0,15,0,4,5,27.5,10.004
6,0,30,0,0,0,12,0,17,35,32,40,27,10.098
0,5,29,10,8,9,0,10,44,45,38,33,27,9.356
0,18,0,17,20,21,0,0,0,0,0,0,27.5,10.227
19,0,37,0,0,0,0,0,0,18,0,0,27,10.52
0,31,0,33,35,33,78,15,0,0,0,0,26.5,10.672
0,0,41,40,41,0,0,0,49,11,0,0,26.5,9.865
0,49,0,0,0,44,0,0,0,0,0,0,26,10.688
0,0,0,0,0,0,0,0,0,0,0,0,26,10.264
0,0,0,0,0,0,0,0,0,0,0,0,24,9.185
0,0,0,0,0,0,0,0,0,0,0,0,24.5,9.452
0,0,0,0,0,0,0,0,0,0,0,0,26.5,8.13
0,4,0,8,9,6,0,0,30,0,0,0,27,6.934
0,0,0,0,0,0,0,0,0,9,0,0,26,7.835
0,50,18,47,44,54,0,0,27,11,5,6,27,9.56
7,3,1,6,7,4,0,0,25,18,0,0,27,7.205
2,14,8,17,15,13,0,0,15,21,32,29,27,7.114
0,6,0,9,10,16,0,0,9,42,11,9,27,7.886
0,0,0,0,0,0,0,0,0,0,0,0,27.5,7.87
0,40,0,38,30,35,0,0,34,0,0,0,26.5,7.791
0,14,0,12,18,16,0,10,0,0,0,0,26,8.069
0,0,0,0,0,0,0,0,0,0,0,0,27.5,7.496
0,0,0,0,0,0,0,0,0,0,0,0,27,7.285
0,0,32,0,0,0,0,0,0,0,0,0,27.5,6.714
0,0,0,0,0,0,0,0,0,0,0,0,28,6.039
0,0,0,0,0,0,0,25,0,0,0,0,27.5,6.46
0,5,21,8,4,7,0,15,13,2,0,0,27,6.231
0,0,30,0,0,0,0,0,11,15,0,0,27,6.334
0,37,29,29,34,35,39,0,37,30,17,9,27,6.234
10,9,0,12,11,12,0,7,44,0,0,0,26.5,6.356
0,5,0,7,7,3,0,0,0,0,0,0,27,6.072
0,8,0,6,5,10,0,0,22,1,0,0,26,6.631
5,0,19,0,0,0,0,10,2,30,0,0,27,6.546
0,0,6,0,0,0,28,0,0,13,0,0,26.5,6.317
0,0,4,0,0,0,8,0,20,0,0,0,26.5,6.902
28,0,2,0,0,0,0,15,4,30,19,8,26.5,6.936
0,13,0,17,11,15,0,0,0,3,0,0,24,6.767
0,0,8,0,0,0,0,0,0,10,0,0,25,6.902
0,8,0,8,8,7,0,0,3,17,0,1,25,6.852
0,14,14,14,15,11,12,0,0,0,0,0,24,6.637
0,20,0,11,12,18,0,0,25,0,0,0,24.5,6.767
0,0,0,0,0,0,0,0,0,0,0,0,24.5,6.637
0,0,0,0,0,0,0,0,0,3,0,0,24,6.549
0,0,0,0,0,0,0,0,0,0,0,0,25,6.725
0,0,0,0,0,0,0,0,0,0,0,0,24,5.426
0,0,0,0,0,0,0,0,0,0,0,0,24,5.463
0,0,0,0,0,0,0,0,0,0,0,0,24.5,5.72
0,0,0,0,0,0,0,0,0,0,0,0,24.5,5.755
0,0,0,0,0,0,0,0,0,0,0,0,24,5.733
0,0,0,0,0,0,0,0,0,0,0,0,24,5.65
0,0,4,0,0,0,0,0,0,2,0,0,24,5.426
0,0,5,0,0,0,0,0,0,0,0,0,25,5.72
0,0,8,0,0,0,24,0,0,0,0,0,25.5,5.648
0,16,19,17,15,19,10,0,26,0,0,0,26,5.916
0,0,16,0,0,0,0,0,0,0,0,0,27,5.645
0,5,9,7,9,7,0,25,15,0,0,0,26.5,5.059
0,6,10,5,4,5,0,7,16,15,12,0,26.5,4.855
0,0,0,0,0,0,0,0,0,0,0,0,25.5,4.737
0,0,0,0,0,0,0,0,0,4,0,0,25,5.58
0,0,0,0,0,0,0,0,0,0,0,0,24.5,5.463
0,0,0,0,0,0,0,0,0,32,0,0,26,5.351
0,0,5,0,0,0,0,0,0,8,0,3,24,5.406
0,0,0,0,0,0,0,0,0,5,0,0,23.5,3.552
0,0,3,0,0,0,0,0,0,9,0,0,25.5,4.872
0,0,0,0,0,0,0,0,0,26,6,4,25.5,4.393
0,32,0,33,30,25,0,0,0,0,0,0,25.5,3.319
0,0,0,0,0,0,0,0,0,0,0,0,25.5,3.611
0,0,0,0,0,0,0,0,0,0,0,0,24.5,3.671
0,0,0,0,0,0,0,0,0,0,0,0,25,3.834
0,0,0,0,0,0,0,0,0,0,0,0,25,3.584
0,0,0,0,0,0,0,0,0,0,0,0,25,3.789
0,0,0,0,0,0,0,0,0,0,0,0,24,3.668
0,0,0,0,0,0,0,0,0,0,0,0,24.5,3.23
0,0,0,0,0,0,0,0,0,0,0,0,23.5,3.651
0,0,0,0,0,0,0,0,0,0,0,0,23.5,3.426
0,0,0,0,0,0,0,0,0,0,0,0,25,3.349
0,0,0,0,0,0,57,0,0,0,0,0,25,3.389
0,36,28,29,31,30,0,0,30,0,0,0,24.5,3.309
0,0,0,0,0,0,0,0,69,0,0,0,24.5,3.269
0,0,0,0,0,0,0,0,0,0,0,0,24,3.34
0,0,0,0,0,0,0,0,0,0,0,0,24,3.28
0,25,0,22,21,17,0,0,15,0,0,0,25,3.395
0,0,0,0,0,0,0,0,0,0,0,8,25.5,3.053
0,0,0,0,0,0,0,0,0,10,0,0,26,3.142
0,0,0,0,0,0,0,0,0,22,0,0,26,3.057
0,0,11,0,0,0,0,0,0,0,0,0,26,2.181
0,0,0,0,0,0,0,0,0,125,0,3,26,2.715
0,0,0,0,0,0,0,0,0,5,0,0,26,2.739
0,0,0,0,0,0,0,0,0,0,0,0,26,2.764
0,0,0,0,0,0,0,0,0,0,0,0,26,2.64
0,0,9,0,0,0,0,0,0,0,0,0,26,2.665
0,6,4,6,7,4,0,0,19,0,0,0,26,2.483
0,3,0,18,9,1,12,0,15,0,0,0,26,2.456
0,5,0,14,10,6,0,0,10,0,0,0,25,2.076
28,0,11,0,0,0,60,20,0,0,0,0,25,2.033
0,0,38,0,0,0,0,0,0,92,0,0,24.5,1.783
7,0,29,0,0,0,36,14,0,11,0,0,24.5,1.867
0,0,0,0,0,0,0,0,0,0,0,0,24.5,1.814
0,0,0,0,0,0,0,0,0,0,0,0,24.5,1.781
0,0,0,0,0,0,0,0,0,0,0,0,24.5,1.899
0,0,0,0,0,0,0,0,0,0,0,0,24.5,1.919
0,5,38,21,7,6,15,0,0,5,0,0,24.5,1.878
9,26,20,18,19,24,60,15,0,43,8,13,24.5,1.979
0,12,13,20,25,10,10,0,48,22,16,4,25.5,1.979
4,48,15,14,44,50,20,0,26,89,20,10,25.5,1.802
13,4,14,8,5,2,25,20,14,0,0,0,25.5,1.531
0,22,9,11,20,19,0,0,7,93,48,64,28,1.541
0,3,17,6,5,2,27,0,17,0,0,0,24.5,1.626
0,7,5,48,11,5,0,0,60,0,0,0,26,1.668
0,0,0,0,0,0,0,0,0,0,0,0,26,1.696
8,0,0,0,0,0,12,19,0,0,0,0,27.7,1.733
12,4,36,7,5,9,20,25,0,22,2,22,27.5,1.827
7,0,11,0,0,0,0,20,17,26,4,4,26.5,1.845
0,10,9,14,12,16,0,0,15,18,0,6,28.2,1.863
0,32,17,33,30,40,0,0,5,0,0,0,27.8,1.916
17,78,38,59,60,69,18,4,22,8,0,0,27.3,1.872
25,52,2,49,39,48,53,0,41,16,0,0,27.5,1.523
3,0,13,0,0,0,10,0,14,86,29,62,28.7,3.753
4,16,38,10,12,10,23,0,8,10,0,0,28.1,4.205
0,0,7,0,0,0,0,0,4,44,23,38,27.6,2.191
12,17,23,21,10,10,25,0,5,20,0,0,28,2.594
5,15,39,18,17,15,30,0,8,7,39,17,27.2,2.214
1,12,0,16,13,5,0,20,0,0,0,0,27.6,2.584
0,0,0,0,0,0,0,0,0,0,0,0,27.6,2.893
0,0,0,8,0,0,0,0,0,11,0,0,28.1,2.936
0,0,32,0,0,0,0,17,0,31,0,0,27.6,1.979
0,0,0,0,0,0,0,0,0,4,0,0,27.9,2.132
0,0,0,0,0,0,0,0,0,0,0,0,27.1,2.257
0,0,0,0,0,0,0,0,0,0,0,0,26.8,2.735
0,0,0,0,0,0,0,0,4,0,0,0,26.8,2.168
0,19,32,24,27,20,0,0,30,0,2,3,27.3,2.204
0,0,29,0,0,0,0,0,0,12,13,10,27.6,2.186
8,0,18,0,0,0,0,5,0,18,0,0,28.1,2.186
7,0,21,12,13,0,26,0,10,30,0,7,28.6,2.168
0,0,27,27,22,0,0,0,20,0,0,0,28.8,2.066
0,0,19,0,0,0,0,0,0,7,0,0,28.6,1.881
4,38,5,39,39,31,28,8,35,2,0,0,27.7,2.122
0,34,7,22,29,39,0,0,38,42,27,23,28,1.827
0,7,0,0,21,10,0,0,6,24,5,0,28,1.845
15,58,5,0,11,60,36,13,13,15,0,0,28.2,2.115
0,29,16,0,17,25,0,0,13,17,0,9,28.1,1.937
11,30,19,16,17,28,29,8,1,0,0,0,25,1.32
0,0,0,22,20,0,0,0,18,22,2,22,25,1.55
16,0,24,11,12,0,24,9,5,26,4,4,24,1.47
0,0,21,18,14,0,0,0,20,18,0,6,24,1.605
0,7,17,38,27,18,0,0,35,0,0,0,24,12.392
0,0,6,3,2,0,0,0,0,8,0,0,25,3.09741
0,0,3,0,0,0,0,0,0,16,0,0,25,13.477
25,0,39,0,0,0,40,26,0,86,0,62,28,9.456
18,77,41,31,33,82,60,26,15,10,1,0,4,3.883
0,65,22,0,0,70,0,0,18,44,23,38,18.5,8.03
28,2,18,4,6,15,128,36,37,10,12,0,27.5,14.838
21,5,21,9,7,1,24,14,4,2,27,69,28,11.135
0,11,29,14,11,2,0,0,5,89,6,9,28,9.068
0,0,16,0,0,0,0,0,2,52,90,57,28,6.271
3,33,0,35,37,25,19,4,0,0,16,0,28,7.039
0,65,23,59,60,50,0,0,7,5,0,3,25,6.7
0,29,21,22,25,30,0,0,12,11,10,19,25,6.766
35,10,5,14,11,5,60,42,0,15,11,15,25,5.137
0,5,0,20,19,20,0,0,12,40,4,6,25,6.005
0,82,0,37,39,76,0,0,5,29,26,39,25,6.57741
0,0,38,0,0,8,0,0,7,27,22,53,25,6.083
0,6,28,12,11,28,0,0,9,10,0,31,27,3.892
14,85,6,16,17,20,20,6,15,0,0,0,27,11.392
13,18,46,7,7,45,32,14,6,21,9,2,26.5,4.473
26,18,59,21,23,7,35,24,3,100,32,63,27,7.38041
0,5,37,8,9,66,0,0,35,4,4,3,27.5,5.984
46,60,42,45,41,47,80,33,40,9,1,0,27.5,4.90741
32,17,16,51,55,17,48,18,70,11,23,13,29.5,5.755
20,56,63,81,79,58,30,22,15,37,80,16,26.5,5.093
10,41,66,14,13,44,14,8,39,29,41,23,26.5,12.379
25,3,8,4,7,2,30,12,5,4,0,0,26,7.085
15,14,40,19,18,16,24,6,10,13,13,16,27,14.131
35,32,59,44,45,34,63,27,0,11,17,0,27,18.601
10,57,16,59,55,62,0,8,0,9,10,5,27,16.543
0,0,0,0,0,0,31,0,0,16,9,15,27,11.63541
0,20,24,29,20,18,40,0,0,7,10,5,26,9.742
10,9,0,11,15,11,0,0,12,0,0,0,26.5,18.922
10,0,0,0,0,0,40,15,8,6,0,0,26,16.365
20,60,43,41,40,63,5,9,45,2,0,8,26,18.366
20,19,0,19,20,22,0,0,18,24,0,0,26.5,24.102
0,20,16,12,10,13,40,0,5,34,0,0,25.5,25.097
10,25,14,8,20,20,20,0,7,13,0,0,30,29.33
0,18,15,72,22,25,43,12,67,0,0,3,30,38.408
0,26,11,11,27,18,18,0,10,3,0,5,25.5,40.986
0,20,10,0,0,19,0,10,0,5,16,4,25.5,39.547
15,2,0,16,4,0,0,0,12,7,0,5,26,57.39
15,24,58,22,19,26,18,7,15,21,0,5,25.5,38.635
0,4,35,13,10,0,0,0,6,3,11,6,25,59.119
15,0,2,0,0,0,30,0,0,6,0,0,25,27.07
25,9,4,12,11,7,0,0,7,87,65,75,25,57.545
0,0,16,0,0,0,0,57,5,0,0,0,27,27.534
25,0,18,0,0,0,0,0,4,103,84,90,26.5,17.022
0,0,0,0,0,0,0,10,0,0,0,0,26.5,37.208
0,21,28,24,19,18,10,0,0,62,50,81,26,75.359
0,9,0,10,12,12,0,0,0,0,0,0,24.5,41.494
30,24,15,21,29,20,0,0,0,87,65,56,25,19.01641
0,0,0,0,0,0,0,0,0,0,0,0,25,17.485
0,6,0,5,7,0,0,0,0,0,0,0,25.5,12.038
0,0,0,0,0,0,20,0,0,0,0,0,26,11.941
20,14,0,12,14,0,30,0,0,5,7,15,26,11.639
0,45,0,24,44,0,0,0,25,0,0,0,25.5,89.995653
17,5,6,6,8,3,65,25,4,0,10,0,25,55.7378
14,70,4,66,55,65,15,17,59,11,9,4,26,115.4564
0,8,3,7,11,6,0,20,7,61,13,10,26,241.94822
0,27,0,31,31,30,18,0,29,22,40,29,26,104.43043
13,0,3,0,0,0,0,15,0,3,4,0,26,61.671163
0,19,36,25,25,20,0,0,20,0,5,6,27,63.235163
4,0,2,0,0,0,5,0,0,9,0,0,27,38.647114
6,0,0,0,0,0,0,0,0,0,0,2,27,83.230509
0,0,0,0,0,0,20,0,0,0,6,0,26,61.671163
0,0,0,0,0,0,0,0,0,0,0,0,27,197.34248
0,0,0,0,0,0,0,0,0,0,0,0,26,94.874335
0,20,6,11,20,19,22,0,25,0,6,4,27,309.07865
0,1,0,18,2,0,84,10,2,0,18,10,26,94.922335
0,53,58,32,53,55,17,0,40,0,0,0,26,64.659163
0,3,0,14,6,4,0,30,7,4,5,3,26,129.75612
10,58,4,0,50,54,74,0,0,0,0,0,26,79.18573
10,6,0,29,8,9,15,0,27,0,8,6,26,142.32207
15,20,50,12,21,22,23,20,15,7,27,20,26,105.85643
15,25,20,17,27,20,38,0,12,0,0,0,26,47.842871
0,36,0,8,20,25,0,0,4,24,11,9,27,84.089509
15,0,3,0,0,0,15,0,5,0,0,0,27,94.874335
19,0,4,0,0,0,25,0,4,17,34,36,26,457.0851
35,0,6,0,0,0,15,25,0,21,29,32,26,129.81412
0,21,2,24,19,18,0,30,19,86,58,55,26,155.56487
0,9,19,10,12,12,22,0,11,12,37,39,26,94.853335
20,24,30,21,29,20,0,14,24,33,31,28,27,94.747335
0,0,8,0,0,0,15,21,0,3,8,7,27,130.08812
0,6,32,5,7,0,0,0,0,18,35,31,27,117.6644
0,0,14,0,0,0,0,7,0,16,31,37,27,74.061474
19,14,2,12,14,0,80,0,14,78,48,50,27,250.85518
10,45,8,42,44,0,0,0,25,0,9,11,26,84.186509
0,0,4,0,0,0,0,13,0,24,7,14,26.5,79.07973
12,0,2,18,19,0,15,0,14,11,5,9,26.5,74.142474
4,2,5,12,11,4,0,0,4,5,0,6,26,212.12539
0,6,3,8,5,8,20,0,0,2,14,0,27,56.0988
0,0,0,0,0,0,0,0,0,42,59,67,26.5,74.323474
6,0,0,0,0,0,0,8,0,20,0,0,26,51.83561
3,0,0,0,0,0,0,8,10,0,0,3,26.5,183.14306
0,13,10,13,11,15,0,0,19,23,7,11,27,74.139474
11,2,0,21,22,3,35,17,3,0,0,2,27,117.5804
0,0,0,8,0,0,0,4,5,4,16,6,26.5,84.089509
10,4,2,7,5,10,18,15,0,2,14,2,26,94.874335
0,0,3,8,9,0,68,30,0,15,2,34,26,457.0851
0,94,48,0,0,88,0,0,9,76,40,20,25.5,129.81412
0,0,3,0,0,0,0,15,0,0,14,3,26.5,155.56487
0,3,38,11,14,2,38,10,15,0,0,5,26,94.853335
10,0,9,0,0,0,0,0,0,0,0,0,26,94.747335
15,11,8,0,0,9,0,5,6,16,0,0,25.5,130.08812
0,0,0,0,0,0,0,0,0,0,0,3,25.5,117.6644
20,0,0,0,0,0,32,10,0,0,0,11,25.5,212.26639
0,6,0,14,17,0,0,0,29,0,0,0,26.5,106.20443
0,0,40,0,2,0,18,0,4,0,8,9,26.5,48.205871
0,0,10,0,4,0,0,0,2,0,0,0,26.5,74.130474
0,0,9,0,0,0,0,0,3,46,0,2,26,40.676114
0,0,0,0,0,0,0,25,0,1,0,0,26,204.67144
0,0,0,0,5,0,58,0,0,0,43,56,26.5,44.24456
10,13,0,0,28,16,35,30,0,24,57,53,26.5,212.15539
15,0,0,28,0,0,0,10,0,0,0,0,26.5,74.130474
6,65,16,0,0,60,0,15,0,62,31,36,26.5,84.186509
20,31,38,22,20,29,18,8,8,27,6,4,26,79.07973
15,18,48,29,30,22,0,0,2,18,17,2,26,74.142474
13,40,0,41,40,39,0,0,0,0,0,2,26.5,142.32407
17,0,0,0,0,0,0,0,6,0,8,5,26.5,56.0988
0,10,9,17,10,14,0,0,3,3,5,0,26.5,48.070871
0,18,7,9,5,12,0,0,0,0,0,0,26.5,51.83561
0,2,0,0,0,4,0,0,0,5,10,4,26.5,48.033871
12,0,0,0,0,0,0,4,0,28,0,1,27,40.596114
0,0,0,0,0,0,0,0,0,0,0,0,27,47.829871
20,0,0,0,0,0,0,6,0,0,0,0,27,79.09873
0,4,0,4,6,5,0,20,0,0,0,0,26.5,105.91543
0,16,41,8,20,18,20,0,7,0,0,0,26.5,74.142474
10,2,8,0,5,1,0,15,0,2,9,13,26,117.5234
25,3,0,6,4,4,0,0,0,0,3,0,27,56.0988
20,0,3,0,0,0,40,0,0,54,61,39,26.5,56.1358
30,18,6,27,15,20,0,0,17,0,8,0,26.5,64.728163
15,41,0,13,22,44,0,0,3,0,15,0,26.5,48.033871
10,33,12,4,10,37,0,18,1,0,0,0,25.5,74.158474
40,33,18,19,29,6,18,14,4,0,0,0,26,64.741163
60,5,0,35,10,0,20,0,3,2,0,3,27,90.866335
22,41,43,44,50,39,0,18,37,21,31,9,27,80.419509
18,7,17,12,9,10,50,20,9,53,21,40,26,191.27748
35,0,0,0,0,0,5,27,0,9,0,10,26.5,68.277474
21,22,35,27,19,24,60,0,27,0,0,0,26.5,149.75287
23,3,50,8,4,5,0,0,9,12,21,23,26.5,89.169335
0,84,58,95,90,80,30,30,98,60,0,14,26,70.344474
15,0,0,0,0,0,0,0,0,7,16,4,26,65.450288
0,0,0,0,0,0,0,0,0,0,0,0,26,80.185509
0,16,0,21,20,18,0,0,17,0,0,0,25.5,70.238474
0,0,0,0,0,0,28,0,0,0,0,0,27.5,65.450288
0,18,0,12,10,15,0,0,15,66,1,19,27.5,75.36473
25,26,0,0,0,0,0,24,0,8,6,14,27,223.53797
27,0,0,0,0,0,60,20,0,38,31,36,27,151.73487
29,58,40,51,60,55,58,15,49,32,33,34,27,193.69848
30,27,7,41,30,30,37,0,39,16,17,15,26,90.866335
20,79,5,2,5,82,0,0,2,0,0,0,26,75.29573
30,10,0,5,8,9,0,17,7,0,0,0,26,70.627474
0,2,20,0,2,3,12,0,0,0,0,0,25.5,179.11606
0,1,38,24,30,2,50,30,25,10,11,12,26,80.544509
40,45,13,28,25,35,30,10,29,0,0,0,26.5,44.263871
35,5,6,7,10,7,0,0,8,12,8,7,28,63.256474
0,5,13,8,10,7,0,0,0,0,0,0,26,80.429509
12,10,20,11,15,13,40,0,0,0,0,0,27,27.306871
0,0,19,0,0,0,0,0,0,0,0,0,26.5,44.016871
0,0,0,0,2,0,0,0,0,0,0,0,26.5,30.1888
18,0,0,0,0,0,0,0,0,0,0,0,26.5,30.0048
0,0,0,0,0,0,0,0,0,0,0,0,26.5,52.1678
0,0,0,0,0,0,0,0,0,0,0,0,26.5,70.250474
27,0,32,34,40,0,25,0,68,0,0,0,25.5,151.46787
12,21,16,19,30,22,55,0,30,0,0,0,26,52.0628
0,0,39,13,50,0,0,0,44,0,0,7,26,63.256474
0,5,0,0,19,0,0,0,0,1,13,0,26,70.401474
0,10,0,8,0,0,0,0,0,5,0,0,26,288.33965
0,0,8,30,0,5,0,0,10,0,0,0,26,65.481288
40,0,46,70,51,46,113,0,39,10,0,0,26.5,90.795335
0,0,10,21,9,9,0,0,11,2,0,0,26.5,90.611335
0,1,7,35,0,2,0,0,0,13,0,0,26.5,56.093618
55,0,0,12,0,0,0,56,0,0,0,0,26.5,51.9778
0,0,0,0,21,0,0,0,19,0,0,0,27,70.208474
25,0,10,0,0,0,0,40,0,0,0,0,27,80.193509
19,2,0,0,3,4,0,0,0,0,0,0,27,33.664114
0,0,0,0,0,0,31,0,0,0,0,0,26.5,33.490114
0,0,0,0,0,0,0,0,0,6,0,0,26.5,110.7164
0,0,23,0,2,0,0,0,10,55,0,0,26,62.447288
34,0,6,0,24,0,0,0,37,22,6,2,26,43.954871
13,0,3,0,10,0,0,0,2,0,0,0,26.5,40.26856
0,1,0,12,3,2,0,0,0,40,24,0,26.5,30.4348
0,0,0,0,2,0,0,0,1,0,0,0,26.5,30.5718
0,0,0,0,0,0,0,0,6,0,0,0,26,27.859417
0,0,0,0,0,0,0,0,2,2,0,8,27,27.140417
0,0,0,0,0,0,0,0,0,0,0,0,27,27.5178
0,0,0,0,0,0,0,0,0,0,0,0,26.5,22.126684
0,0,0,0,0,0,0,0,0,0,0,0,26.5,21.807684
0,0,0,0,0,0,0,0,0,0,0,0,26,67.634474
0,0,0,0,0,0,0,0,0,0,0,0,26,27.4768
0,7,0,0,0,0,0,0,0,0,0,0,26,20.522389
0,0,0,0,0,0,0,0,0,0,0,0,25.5,19.032836
0,0,0,0,0,0,0,0,0,0,0,0,25.5,18.098
0,0,0,0,0,0,0,0,0,0,0,0,26.5,18.098
0,0,0,0,0,0,0,0,0,0,0,0,26.5,18.098
0,0,0,0,0,0,0,0,0,0,0,0,26.5,17.271
0,0,0,0,0,0,0,0,0,0,0,0,26.5,17.195
0,0,0,0,0,0,0,0,0,0,0,0,26,1.339
0,0,0,0,0,0,0,0,0,0,0,0,26.5,13.029
0,0,0,0,0,0,0,0,0,0,0,0,26.5,12.857
0,0,0,0,0,0,0,0,0,0,0,0,26.5,20.330684
0,0,4,0,0,0,15,0,0,0,0,0,26.5,17.270836
0,1,0,6,4,6,0,0,6,0,2,0,26.5,88.774335
0,7,16,0,0,0,83,0,0,0,1,0,26,124.23812
21,10,17,24,9,15,57,23,28,6,3,26,26,58.797163
0,17,0,47,56,29,0,30,24,9,3,2,26,16.323
0,0,0,19,0,0,0,0,0,11,0,11,26,28.3198
0,0,3,16,7,6,0,0,9,0,0,0,25.5,25.328417
0,6,3,0,4,0,0,0,0,0,0,0,25.5,19.745684
0,0,4,0,0,0,0,0,2,0,0,0,26.5,17.828684
0,0,0,0,0,0,0,0,0,0,0,0,26.5,20.440417
0,0,0,0,0,0,0,17,0,0,0,0,26,45.4228
15,0,30,12,7,0,0,40,0,0,0,0,26.5,45.2148
0,2,9,8,2,1,55,0,0,56,3,3,22.5,28.681114
0,18,6,14,34,16,0,0,0,0,0,0,25.5,20.680417
0,0,7,0,0,0,0,0,0,0,0,0,26,21.800684
0,7,0,0,0,0,0,0,0,0,0,0,25,21.778684
0,0,6,8,0,0,0,0,0,0,0,0,24.5,24.360417
0,5,4,4,0,7,0,13,0,0,0,0,24.5,21.709684
0,0,4,11,11,0,0,0,2,43,11,12,25.5,57.761163
0,0,2,0,2,0,0,0,0,0,0,0,25.5,29.587114
0,0,2,0,7,0,0,0,4,0,0,0,25,26.464884
0,3,0,0,2,1,0,0,0,0,0,0,25,20.610417
0,0,0,0,0,0,0,0,0,0,0,0,25,23.1988
0,0,0,0,0,0,0,0,0,0,0,0,25,18.000684
0,0,0,0,0,0,0,0,0,0,0,0,25.5,18.000684
0,0,0,0,0,0,0,0,0,0,0,0,26,87.690335
61,0,3,0,0,0,52,0,0,0,0,0,25.5,53.377618
0,0,2,0,13,5,0,0,14,52,25,35,25.5,29.0938
0,0,6,0,0,0,0,0,0,0,0,0,25.5,67.949474
0,0,4,0,0,0,0,0,0,24,0,0,25.5,27.7018
13,4,8,0,0,6,0,20,10,0,0,0,25.5,54.300618
37,10,0,0,2,7,3,5,3,0,0,0,26.5,68.173474
0,13,0,47,18,0,27,0,0,0,0,0,26,42.023871
0,0,0,28,0,18,0,0,0,0,0,0,26,22.790684
0,0,0,0,0,0,0,0,0,0,0,0,26.5,17.087836
0,0,0,0,0,0,0,0,0,0,0,0,26.5,16.126
0,0,0,0,0,0,13,0,0,0,0,0,25,16.33
0,0,0,0,0,0,2,0,0,0,0,0,25,14.122
0,0,0,0,5,0,0,0,0,0,0,0,25.5,14.261
0,0,0,0,0,0,0,0,0,0,0,0,25,12.333
0,0,0,0,0,0,0,0,0,0,0,0,25,12.431
0,9,0,4,0,0,0,0,0,0,0,0,25,12.431
0,0,0,0,0,0,0,0,0,0,0,0,25,12.294
0,11,0,7,3,0,8,0,0,0,0,0,25,12.085
0,0,0,9,2,0,0,0,0,0,0,0,25,14.431
0,8,0,0,3,0,0,0,0,0,0,0,25,17.624389
0,0,0,0,0,0,0,0,5,0,0,0,24.5,17.615389
0,0,0,0,0,0,0,0,0,0,0,0,24.5,17.485389
13,5,0,0,0,3,0,0,0,0,0,0,24.5,17.323389
0,0,0,0,0,0,0,0,0,4,0,0,25,14.757389
0,0,0,0,0,0,0,0,0,0,0,0,25,14.730389
10,0,0,0,0,0,0,0,0,0,0,0,25,14.532389
0,0,0,0,0,0,0,0,0,0,0,0,25,24.402389
0,0,0,0,0,0,8,0,0,0,0,0,25,12.971
6,0,0,0,0,0,0,0,0,0,0,0,25,12.971
0,0,0,0,0,0,0,0,0,0,0,0,25,10.320836
0,0,0,0,0,0,0,0,0,0,0,0,25,10.272836
0,0,0,18,0,0,0,0,0,0,0,0,25,9.427
0,0,0,0,0,0,0,0,0,0,0,0,24.5,9.306
0,0,0,0,0,0,0,0,0,0,0,0,24.5,9.342
0,0,0,0,0,0,0,0,0,0,0,0,24.5,9.222
0,0,0,0,0,0,0,0,0,0,0,0,24.5,9.306
0,0,0,0,0,0,0,0,0,0,0,0,24.5,9.222
0,25,0,8,0,0,0,0,0,0,0,0,24.5,8.337
0,0,0,0,0,0,0,0,0,0,0,0,24.5,9.306
0,0,0,0,0,0,0,0,0,0,0,0,24.5,9.306
0,0,0,0,0,0,0,0,0,0,0,0,24.5,8.28
0,0,0,0,0,0,0,0,0,0,0,0,19.5,6.4866843
0,0,0,0,3,0,0,0,0,0,0,0,24.5,6.4866843
