Curah Hujan,Suhu,Debit
19.04134,24.01,69.84547
3.844132,24.01,42.9551
0,24.01,12.30777
0.039257,24.01,13.65402
2.602219,24.01,6.217
0,24.01,12.39956
0,24.01,11.74322
0,24.01,11.6577
0,24.01,11.25511
0,24.01,5.743
0,24.01,10.92911
0,24.01,12.79125
0,24.01,6.486684
0,24.01,13.26587
0,24.01,6.486684
0,24.01,12.78741
0,24.01,8.307
0,24.01,8.033
0,24.01,8.072
0,24.01,8.452
0,24.01,8.501
0,24.01,2.293389
0.146723,24.01,6.486684
0,24.01,10.64477
0,24.26,11.03514
0,24.26,6.486684
0,24.26,7.626
0,24.26,10.24485
0,24.26,12.76439
0,24.26,7.009
0,24.26,7.019
0,24.26,7.9805
0,24.26,11.57422
0,24.26,12.40213
0,24.26,7.2525
0,24.26,11.31986
0,24.26,11.51812
0,24.26,6.9265
0,24.26,7.0455
0,24.26,10.99833
0,24.26,6.4685
0,24.26,12.73125
0,24.26,11.33733
0,24.26,12.34544
0,24.26,11.58322
0,24.26,13.53704
0,24.26,5.721
0,24.26,12.25013
0,24.26,5.119
0.897368,24.26,5.077
0,24.26,10.87039
0,24.26,12.64561
0,24.26,11.76805
0,24.26,4.243
0,24.26,12.70864
0,24.93,10.94721
0,24.93,12.22454
0,24.93,12.82023
0,24.93,10.74106
0,24.93,12.80012
0,24.93,4.797
0,24.93,12.73217
0,24.93,4.111
0,24.93,11
0,24.93,3.992
0,24.93,3.882
1.341792,24.93,3.701
0,24.93,12.26245
0,24.93,3.872
0,24.93,3.726
0,24.93,10.67411
0.074064,24.93,3.701
0.074064,24.93,10.2425
0,24.93,11.63181
0,24.93,3.248
0,24.93,11.27222
0,24.93,3.449
0,24.93,12.04335
0,24.93,10.58244
0,24.93,3.353
0,24.93,11.42294
0,24.93,3.197
0.638526,24.93,3.106
0,24.93,3.167
0,24.93,3.053
0.156893,26.7,12.29229
0,26.7,3.248
0.279272,26.7,15.3275
0,26.7,11.43258
0,26.7,3.428
8.348472,26.7,52.8415
0,26.7,3.516
7.103797,26.7,51.65767
0,26.7,2.891
0,26.7,13.31848
0,26.7,6.255
3.249689,26.7,38.62766
0.031779,26.7,11.70842
0,26.7,12.93903
0,26.7,12.77401
0,26.7,3.779
0,26.7,11.25267
0,26.7,7.7209
2.405379,26.7,34.15788
0,26.7,9.492495
1.796585,26.7,3.106
4.858485,26.7,3.053
1.894515,26.7,29.84134
2.011889,26.7,32.56075
0.921254,26.7,3.106
0,26.7,4.243
0,26.7,10.29049
0,26.7,10.82584
1.32821,26.7,27.03665
0.514212,26.7,28.204
5.671494,26.7,16.51857
3.414631,27.2,39.76036
0.671681,27.2,20.18183
4.778732,27.2,45.97388
0,27.2,13.38651
0,27.2,20.18183
0,27.2,24.08182
0,27.2,20.18183
1.458223,27.2,24.63626
2.548258,27.2,35.05904
6.946225,27.2,62.5171
1.076785,27.2,57.08282
2.971441,27.2,51.81582
5.75515,27.2,48.94763
7.279759,27.2,104.8678
0,27.2,10.43823
0,27.2,57.08282
0,27.2,10.95912
1.013413,27.2,68.11366
0,27.2,57.08282
1.565486,27.2,62.5171
1.97829,27.2,30.40491
2.960402,27.2,57.08282
0.994712,27.2,21.89795
7.703194,27.2,46.72158
0,27.2,57.08282
5.966796,27.2,50.4156
8.54633,27.2,51.43161
3.290551,27.2,38.99973
14.22519,27.2,56.83916
7.985083,27.2,51.81636
0.883167,26.7,51.81582
0.025221,26.7,11.35597
0.132793,26.7,13.44162
4.341162,26.7,45.6999
0,26.7,73.86792
0.864826,26.7,79.77567
8.072521,26.7,50.95912
0,26.7,11.65795
0.029345,26.7,28.204
0,26.7,32.5391
4.868042,26.7,45.5771
5.444757,26.7,28.20496
0.212327,26.7,15.28042
5.075446,26.7,46.91136
0,26.7,68.11366
0,26.7,79.77567
0,26.7,92.03637
0,26.7,79.77567
0,26.7,79.7753
0,26.7,57.0823
3.381465,26.7,32.5391
0,26.7,79.7753
0,26.7,68.1131
8.403881,26.7,37.07638
3.822509,26.7,41.57969
6.825209,26.7,28.20496
4.967973,26.7,28.20496
0.868211,26.7,32.53977
0.161384,26.7,14.98933
