Tanggal,Curah Hujan,Suhu,Debit
25/02/2020,1.327608,30.5,72.52334
26/02/2020,16.90676,30.5,61.92151
27/02/2020,11.09102,30.5,72.52334
28/02/2020,18.32809,30.5,51.89347
29/02/2020,2.462431,30.5,107.4961
01/03/2020,30.20593,30.5,95.3344
02/03/2020,19.25212,30.5,82.65344
03/03/2020,5.196179,28.4,107.4961
04/03/2020,2.448826,28.4,51.89347
05/03/2020,9.48044,28.4,95.3344
06/03/2020,8.893517,28.4,65.61778
07/03/2020,10.25479,28.4,133.2339
08/03/2020,24.02262,28.4,103.8223
09/03/2020,12.31498,28.4,85.95513
10/03/2020,7.498325,28.4,95.3344
11/03/2020,6.024266,28.4,83.66943
12/03/2020,1.241003,28.4,72.52334
13/03/2020,14.89485,28.4,95.3344
14/03/2020,30.02842,28.4,61.92151
15/03/2020,1.32524,28.4,72.52334
16/03/2020,7.989123,28.4,95.3344
17/03/2020,23.75432,28.4,83.66943
18/03/2020,11.49267,28.4,51.89347
19/03/2020,6.321009,28.4,33.7058
20/03/2020,1.009378,28.4,25.64087
21/03/2020,5.115092,28.4,51.89347
22/03/2020,6.725765,28.4,83.66943
23/03/2020,7.124552,28.4,120.1351
24/03/2020,2.420064,28.4,25.64087
25/03/2020,0.233927,28.4,47.10529
26/03/2020,0.71944,28.4,33.7058
27/03/2020,0.233927,28.4,51.89347
28/03/2020,3.328508,28.4,25.64087
29/03/2020,5.359168,28.4,51.89347
30/03/2020,3.208038,28.4,33.7058
31/03/2020,0,28.4,47.10529
01/04/2020,14.31268,28.4,72.52334
02/04/2020,10.78521,28.4,83.66943
03/04/2020,15.29032,30.6,62.45578
04/04/2020,27.24497,30.6,87.44268
05/04/2020,26.8067,30.6,95.3344
06/04/2020,24.87348,30.6,95.01877
07/04/2020,34.25941,30.6,107.7617
08/04/2020,17.57068,30.6,93.6471
09/04/2020,10.5366,30.6,83.66943
10/04/2020,11.34312,30.6,42.47416
11/04/2020,0.636979,30.6,51.89347
12/04/2020,0.490835,30.6,25.64087
13/04/2020,0.452903,30.6,25.64087
14/04/2020,0.920899,30.6,18.34711
15/04/2020,0.524461,30.6,61.92151
16/04/2020,14.01447,30.6,120.1351
17/04/2020,20.76027,30.6,72.52334
18/04/2020,9.793134,30.6,83.66943
19/04/2020,16.28169,30.6,51.89347
20/04/2020,3.223288,30.6,42.47416
21/04/2020,0.169359,30.6,33.7058
22/04/2020,3.57642,30.6,25.64087
23/04/2020,1.703607,30.6,21.89256
24/04/2020,0,30.6,18.34711
25/04/2020,2.95669,30.6,11.9168
26/04/2020,0.397789,30.6,6.486684
27/04/2020,5.330376,30.6,11.9168
28/04/2020,5.145944,30.6,72.52334
29/04/2020,0.630126,30.6,25.64087
30/04/2020,1.5574,30.6,18.34711
01/05/2020,0.477347,30.6,6.486684
02/05/2020,0,30.6,11.9168
03/05/2020,0.55871,29.6,6.486684
04/05/2020,0,29.6,4.213225
05/05/2020,2.881918,29.6,42.47416
06/05/2020,6.080689,29.6,15.01688
07/05/2020,0.318231,29.6,2.293389
08/05/2020,22.03252,29.6,72.52334
09/05/2020,5.472064,29.6,51.89347
10/05/2020,6.64922,29.6,18.34711
11/05/2020,13.56484,29.6,25.64087
12/05/2020,4.478736,29.6,18.34711
13/05/2020,0.68079,29.6,11.9168
14/05/2020,0,29.6,6.486684
15/05/2020,0.846767,29.6,6.486684
16/05/2020,1.166731,29.6,2.293389
17/05/2020,3.517988,29.6,20.345
18/05/2020,7.093569,29.6,21.463
19/05/2020,8.626624,29.6,25.64087
20/05/2020,4.014215,29.6,11.9168
21/05/2020,7.854392,29.6,61.92151
22/05/2020,1.738313,29.6,15.01688
23/05/2020,6.549992,29.6,72.52334
24/05/2020,0,29.6,18.34711
25/05/2020,0,29.6,19.592
26/05/2020,4.944727,29.6,120.1351
27/05/2020,34.61971,29.6,51.89347
28/05/2020,10.69806,29.6,133.2339
29/05/2020,24.89067,29.6,51.89347
30/05/2020,0.402253,29.6,25.64087
31/05/2020,41.10695,29.6,11.9168
01/06/2020,5.444002,29.6,42.47416
02/06/2020,1.652765,29.6,25.64087
03/06/2020,7.407081,27.9,11.9168
04/06/2020,0,27.9,0.810836
05/06/2020,0,27.9,0.810836
06/06/2020,0,27.9,0.810836
07/06/2020,0,27.9,0.810836
08/06/2020,0,27.9,20.464
09/06/2020,0,27.9,20.11
10/06/2020,0,27.9,20.313
11/06/2020,0,27.9,13.108
12/06/2020,0,27.9,13.748
13/06/2020,0,27.9,13.596
14/06/2020,0,27.9,11.9168
15/06/2020,10.55616,27.9,18.054
16/06/2020,0,27.9,11.926
17/06/2020,0.7401,27.9,10.821
18/06/2020,1.289221,27.9,10.821
19/06/2020,0.069612,27.9,10.454
20/06/2020,0,27.9,9.507
21/06/2020,0,27.9,10.413
22/06/2020,1.032094,27.9,10.978
23/06/2020,0,27.9,10.761
24/06/2020,0,27.9,9.292
25/06/2020,0,27.9,8.331
26/06/2020,0,27.9,8.331
27/06/2020,0,27.9,7.451
28/06/2020,0,27.9,7.009
29/06/2020,0,27.9,6.509
30/06/2020,0,27.9,6.718
01/07/2020,1.860702,27.9,6.718
02/07/2020,0,27.9,6.718
03/07/2020,0.662964,29.6,6.282
04/07/2020,0,29.6,6.163
05/07/2020,0,29.6,6.679
06/07/2020,3.585035,29.6,6.976
07/07/2020,0.405938,29.6,7.535
08/07/2020,0.000908,29.6,7.125
09/07/2020,0,29.6,6.501
10/07/2020,0,29.6,6.817
11/07/2020,0,29.6,7.412
12/07/2020,0,29.6,7.499
13/07/2020,0.243643,29.6,7.583
14/07/2020,0,29.6,7.667
15/07/2020,3.355693,29.6,7.913
16/07/2020,2.938951,29.6,8.842
17/07/2020,1.652765,29.6,6.38
18/07/2020,0.159632,29.6,6.927
19/07/2020,0.263534,29.6,6.604
20/07/2020,0.687313,29.6,7.626
21/07/2020,0,29.6,7.927
22/07/2020,0,29.6,7.626
23/07/2020,0.002271,29.6,7.722
24/07/2020,0,29.6,6.802
25/07/2020,0,29.6,5.792
26/07/2020,0,29.6,6.566
27/07/2020,0,29.6,6.444
28/07/2020,0,29.6,6.319
29/07/2020,0,29.6,5.994
30/07/2020,0,29.6,6.062
31/07/2020,0,29.6,6.126
01/08/2020,0,29.6,6.192
02/08/2020,0,29.6,6.126
03/08/2020,0,24.2,5.86
04/08/2020,0,24.2,5.931
05/08/2020,0,24.2,5.999
06/08/2020,0,24.2,5.861
07/08/2020,0,24.2,5.721
08/08/2020,0,24.2,4.871
09/08/2020,0,24.2,4.522
10/08/2020,1.823573,24.2,4.044
11/08/2020,4.061325,24.2,25.64087
12/08/2020,4.748122,24.2,9.329
13/08/2020,3.391285,24.2,10.219
14/08/2020,4.752945,24.2,72.52334
15/08/2020,15.40265,24.2,20.612
16/08/2020,1.38896,24.2,19.163
17/08/2020,0.583955,24.2,10.963
18/08/2020,0.239447,24.2,9.389
19/08/2020,0,24.2,8.559
20/08/2020,0,24.2,8.364
21/08/2020,0,24.2,7.068
22/08/2020,0,24.2,6.581
23/08/2020,0,24.2,5.426
24/08/2020,0,24.2,5.327
25/08/2020,0,24.2,4.954
26/08/2020,0,24.2,5.195
27/08/2020,0,24.2,4.953
28/08/2020,0,24.2,5.035
29/08/2020,0.054618,24.2,5.426
30/08/2020,0,24.2,5.273
31/08/2020,0,24.2,4.431
01/09/2020,0,24.2,4.612
02/09/2020,1.27084,24.2,4.699
03/09/2020,0.83247,25.6,6.067
04/09/2020,0.266836,25.6,6.331
05/09/2020,0,25.6,5.792
06/09/2020,0,25.6,4.954
07/09/2020,0.356365,25.6,4.785
08/09/2020,0.716021,25.6,4.144
09/09/2020,0.807703,25.6,5.791
10/09/2020,0,25.6,4.431
11/09/2020,0,25.6,4.243
12/09/2020,0,25.6,4.145
13/09/2020,0.24222,25.6,4.337
14/09/2020,0,25.6,4.431
15/09/2020,0,25.6,5.116
16/09/2020,0,25.6,4.954
17/09/2020,0,25.6,4.786
18/09/2020,1.143056,25.6,5.035
19/09/2020,0.069612,25.6,5.195
20/09/2020,0,25.6,4.871
21/09/2020,2.007463,25.6,5.351
22/09/2020,3.131434,25.6,4.145
23/09/2020,1.054847,25.6,4.941
24/09/2020,0,25.6,4.069
25/09/2020,0.044473,25.6,4.126
26/09/2020,0,25.6,4.431
27/09/2020,0,25.6,4.337
28/09/2020,0,25.6,3.129
29/09/2020,0,25.6,3.929
30/09/2020,0,25.6,3.882
01/10/2020,0.112171,25.6,4.467
02/10/2020,3.140018,25.6,4.383
03/10/2020,4.782902,26.7,6.541
04/10/2020,0.320842,26.7,3.525
05/10/2020,1.04481,26.7,4.251
06/10/2020,0.139225,26.7,3.243
07/10/2020,0,26.7,3.503
08/10/2020,0.84515,26.7,3.452
09/10/2020,0.059736,26.7,4.059
10/10/2020,0,26.7,3.504
11/10/2020,2.067463,26.7,4.145
12/10/2020,10.67923,26.7,4.187
13/10/2020,0,26.7,3.768
14/10/2020,0,26.7,3.499
15/10/2020,3.970817,26.7,6.259
16/10/2020,4.851643,26.7,25.64087
17/10/2020,0,26.7,5.788
18/10/2020,6.317948,26.7,11.9168
19/10/2020,3.821262,26.7,18.34711
20/10/2020,7.008039,26.7,9.065417
21/10/2020,6.05258,26.7,8.609
22/10/2020,27.25738,26.7,18.34711
23/10/2020,8.491704,26.7,6.486684
24/10/2020,6.77598,26.7,6.486684
25/10/2020,1.900217,26.7,9.024
26/10/2020,7.484643,26.7,8.178
27/10/2020,14.01024,26.7,9.065417
28/10/2020,17.82855,26.7,11.9168
29/10/2020,8.959887,26.7,6.486684
30/10/2020,22.5405,26.7,11.9168
31/10/2020,12.12717,26.7,18.34711
01/11/2020,21.01326,26.7,42.47416
02/11/2020,10.60399,26.7,51.89347
03/11/2020,7.568431,28,15.01688
04/11/2020,6.170933,28,51.89347
05/11/2020,8.524062,28,11.9168
06/11/2020,2.852638,28,6.486684
07/11/2020,3.399118,28,2.293389
08/11/2020,3.153803,28,2.293389
09/11/2020,0.180022,28,0.810836
10/11/2020,0,28,0.810836
11/11/2020,9.411807,28,6.486684
12/11/2020,1.404867,28,2.293389
13/11/2020,0.4173,28,0.810836
14/11/2020,8.869297,28,6.486684
15/11/2020,9.273467,28,11.9168
16/11/2020,17.21229,28,11.9168
17/11/2020,0,28,6.486684
18/11/2020,23.57988,28,25.64087
19/11/2020,0,28,6.486684
20/11/2020,14.55055,28,6.486684
21/11/2020,8.585073,28,6.486684
22/11/2020,23.71725,28,42.47416
23/11/2020,29.11448,28,18.34711
24/11/2020,17.2138,28,11.9168
25/11/2020,30.96379,28,42.47416
26/11/2020,37.2572,28,72.52334
27/11/2020,23.82395,28,72.52334
28/11/2020,14.23758,28,61.92151
29/11/2020,18.98163,28,51.89347
30/11/2020,11.21746,28,61.92151
01/12/2020,10.93444,28,61.92151
02/12/2020,2.029816,28,42.47416
03/12/2020,3.546799,27.4,18.34711
04/12/2020,3.453303,27.4,107.4961
05/12/2020,32.72584,27.4,51.89347
06/12/2020,4.454757,27.4,33.7058
07/12/2020,1.945752,27.4,25.64087
08/12/2020,0.553857,27.4,11.9168
09/12/2020,0.948082,27.4,9.065417
10/12/2020,2.70298,27.4,9.065417
11/12/2020,1.000015,27.4,42.47416
12/12/2020,31.44954,27.4,105.5869
13/12/2020,42.89997,27.4,120.1351
14/12/2020,13.2613,27.4,51.89347
15/12/2020,34.78079,27.4,112.4286
16/12/2020,18.95696,27.4,61.92151
17/12/2020,1.525241,27.4,4.213225
18/12/2020,2.38816,27.4,29.58161
19/12/2020,2.616141,27.4,21.89256
20/12/2020,1.30533,27.4,18.34711
21/12/2020,0,27.4,11.9168
22/12/2020,0,27.4,6.486684
23/12/2020,0,27.4,4.213225
24/12/2020,8.08162,27.4,21.186
25/12/2020,11.904,27.4,6.486684
26/12/2020,9.796296,27.4,6.486684
27/12/2020,5.998923,27.4,2.293389
28/12/2020,5.234579,27.4,18.34711
29/12/2020,3.786137,27.4,6.486684
30/12/2020,37.22973,27.4,61.92151
31/12/2020,16.84053,27.4,83.66943
